117	案犯	an4/fan4
118	案件	an4/jian4
119	案卷	an4/juan3
120	案例	an4/li4
121	案情	an4/qing2
122	案由	an4/you2
123	案语	an4/yu3
124	案子	an4/zi
125	暗暗	an4/an4
126	暗藏	an4/cang2
127	暗处	an4/chu4
128	暗淡	an4/dan4
129	暗害	an4/hai4
130	暗号	an4/hao4
131	暗箭	an4/jian4
132	暗杀	an4/sha1
133	暗伤	an4/shang1
134	暗示	an4/shi4
135	暗室	an4/shi4
136	暗算	an4/suan4
137	暗想	an4/xiang3
138	暗中	an4/zhong1
139	暗自	an4/zi4
140	黯然	an4/ran2
141	肮脏	ang1/zang4
142	昂贵	ang2/gui4
143	昂然	ang2/ran2
144	昂首	ang2/shou3
145	昂扬	ang2/yang2
146	盎然	ang4/ran2
147	凹凸	ao1/tu1
148	遨游	ao2/you2
149	翱翔	ao2/xiang2
150	鏖战	ao2/zhan4
151	傲骨	ao4/gu3
152	傲慢	ao4/man4
153	傲气	ao4/qi4
154	傲然	ao4/ran2
155	奥秘	ao4/mi4
156	奥秒	ao4/miao3
157	奥妙	ao4/miao4
158	澳门	ao4/men2
159	澳洲	ao4/zhou1
160	懊悔	ao4/hui3
161	懊恼	ao4/nao3
162	懊丧	ao4/sang4
163	八百	ba1/bai3
164	八成	ba1/cheng2
165	八方	ba1/fang1
166	八股	ba1/gu3
167	八卦	ba1/gua4
168	八届	ba1/jie4
169	八旗	ba1/qi2
170	八十	ba1/shi2
171	八万	ba1/wan4
172	八一	ba1/yi1
173	八月	ba1/yue4
174	巴结	ba1/jie2
175	巴黎	ba1/li2
176	巴望	ba1/wang4
177	巴西	ba1/xi1
178	巴掌	ba1/zhang3
179	扒开	ba1/kai1
180	扒手	ba1/shou3
181	芭蕾	ba1/lei3
182	疤痕	ba1/hen2
183	笆篱	ba1/li2
184	拔除	ba2/chu2
185	拔掉	ba2/diao4
186	拔高	ba2/gao1
187	拔尖	ba2/jian1
188	跋涉	ba2/she4
189	把柄	ba3/bing3
190	把持	ba3/chi2
191	把关	ba3/guan1
192	把手	ba3/shou3
193	把守	ba3/shou3
194	把头	ba3/tou2
195	把握	ba3/wo4
196	把戏	ba3/xi4
197	把子	ba3/zi
198	靶场	ba3/chang3
199	爸爸	ba4/ba4
200	罢工	ba4/gong1
201	罢官	ba4/guan1
202	罢课	ba4/ke4
203	罢了	ba4/le
204	罢免	ba4/mian3
205	罢市	ba4/shi4
206	罢休	ba4/xiu1
207	霸道	ba4/dao4
208	霸权	ba4/quan2
209	霸王	ba4/wang2
210	霸占	ba4/zhan4
211	霸主	ba4/zhu3
212	白布	bai2/bu4
213	白菜	bai2/cai4
214	白城	bai2/cheng2
215	白痴	bai2/chi1
216	白搭	bai2/da1
217	白发	bai2/fa1
218	白费	bai2/fei4
219	白宫	bai2/gong1
220	白话	bai2/hua4
221	白桦	bai2/hua4
222	白金	bai2/jin1
223	白酒	bai2/jiu3
224	白米	bai2/mi3
225	白面	bai2/mian4
226	白人	bai2/ren2
227	白色	bai2/se4
228	白薯	bai2/shu3
229	白糖	bai2/tang2
230	白天	bai2/tian1
231	白条	bai2/tiao2
232	白雪	bai2/xue3
233	白杨	bai2/yang2
234	白蚁	bai2/yi3
235	白银	bai2/yin2
236	白云	bai2/yun2
237	白纸	bai2/zhi3
238	白昼	bai2/zhou4
239	白族	bai2/zu2
240	百般	bai3/ban1
241	百倍	bai3/bei4
242	百部	bai3/bu4
243	百分	bai3/fen1
244	百货	bai3/huo4
245	百计	bai3/ji4
246	百家	bai3/jia1
247	百科	bai3/ke1
248	百里	bai3/li3
249	百年	bai3/nian2
250	百日	bai3/ri4
251	百万	bai3/wan4
252	百姓	bai3/xing4
253	百余	bai3/yu2
254	柏林	bai3/lin2
255	柏木	bai3/mu4
256	柏树	bai3/shu4
257	柏油	bai3/you2
258	摆布	bai3/bu4
259	摆动	bai3/dong4
260	摆渡	bai3/du4
261	摆放	bai3/fang4
262	摆满	bai3/man3
263	摆弄	bai3/nong4
264	摆设	bai3/she4
265	摆脱	bai3/tuo1
266	摆正	bai3/zheng4
267	败北	bai4/bei3
268	败给	bai4/gei3
269	败坏	bai4/huai4
270	败绩	bai4/ji1
271	败将	bai4/jiang1
272	败局	bai4/ju2
273	败类	bai4/lei4
274	败露	bai4/lu4
275	败落	bai4/luo4
276	败诉	bai4/su4
277	败兴	bai4/xing4
278	败由	bai4/you2
279	败仗	bai4/zhang4
280	败阵	bai4/zhen4
281	拜访	bai4/fang3
282	拜会	bai4/hui4
283	拜见	bai4/jian4
284	拜年	bai4/nian2
285	拜师	bai4/shi1
286	拜托	bai4/tuo1
287	班长	ban1/zhang3
288	班车	ban1/che1
289	班次	ban1/ci4
290	班房	ban1/fang2
291	班机	ban1/ji1
292	班级	ban1/ji2
293	班轮	ban1/lun2
294	班子	ban1/zi
295	班组	ban1/zu3
296	般配	ban1/pei4
297	颁布	ban1/bu4
298	颁发	ban1/fa1
299	颁奖	ban1/jiang3
300	斑白	ban1/bai2
301	斑点	ban1/dian3
302	斑鸠	ban1/jiu1
303	斑斓	ban1/lan2
304	斑岩	ban1/yan2
305	搬掉	ban1/diao4
306	搬动	ban1/dong4
307	搬家	ban1/jia1
308	搬弄	ban1/nong4
309	搬运	ban1/yun4
310	搬走	ban1/zou3
311	板报	ban3/bao4
312	板材	ban3/cai2
313	板车	ban3/che1
314	板凳	ban3/deng4
315	板结	ban3/jie2
316	板式	ban3/shi4
317	板书	ban3/shu1
318	板子	ban3/zi
319	版本	ban3/ben3
320	版画	ban3/hua4
321	版面	ban3/mian4
322	版权	ban3/quan2
323	版税	ban3/shui4
324	版图	ban3/tu2
325	办案	ban4/an4
326	办班	ban4/ban1
327	办报	ban4/bao4
328	办厂	ban4/chang3
329	办成	ban4/cheng2
330	办到	ban4/dao4
331	办法	ban4/fa3
332	办公	ban4/gong1
333	办好	ban4/hao3
334	办理	ban4/li3
335	办事	ban4/shi4
336	办妥	ban4/tuo3
337	办学	ban4/xue2
338	半百	ban4/bai3
339	半边	ban4/bian1
340	半岛	ban4/dao3
341	半点	ban4/dian3
342	半个	ban4/ge4
343	半价	ban4/jia4
344	半截	ban4/jie2
345	半径	ban4/jing4
346	半空	ban4/kong1
347	半路	ban4/lu4
348	半年	ban4/nian2
349	半球	ban4/qiu2
350	半日	ban4/ri4
351	半晌	ban4/shang3
352	半数	ban4/shu4
353	半天	ban4/tian1
354	半夜	ban4/ye4
355	半音	ban4/yin1
356	半圆	ban4/yuan2
357	半月	ban4/yue4
358	伴侣	ban4/lv3
359	伴随	ban4/sui2
360	伴奏	ban4/zou4
361	扮演	ban4/yan3
362	拌种	ban4/zhong3
363	邦交	bang1/jiao1
364	邦联	bang1/lian2
365	帮工	bang1/gong1
366	帮会	bang1/hui4
367	帮忙	bang1/mang2
368	帮派	bang1/pai4
369	帮腔	bang1/qiang1
370	帮手	bang1/shou3
371	帮凶	bang1/xiong1
372	帮助	bang1/zhu4
373	绑带	bang3/dai4
374	绑架	bang3/jia4
375	绑腿	bang3/tui3
376	榜首	bang3/shou3
377	榜样	bang3/yang4
378	膀胱	bang3/guang1
379	膀子	bang3/zi
380	蚌埠	bang4/bu4
381	傍晚	bang4/wan3
382	棒料	bang4/liao4
383	棒球	bang4/qiu2
384	棒子	bang4/zi
385	磅礴	bang4/bo2
386	磅秤	bang4/cheng4
387	包办	bao1/ban4
388	包庇	bao1/bi4
389	包藏	bao1/cang2
390	包产	bao1/chan3
391	包车	bao1/che1
392	包袱	bao1/fu2
393	包干	bao1/gan4
394	包工	bao1/gong1
395	包裹	bao1/guo3
396	包含	bao1/han2
397	包涵	bao1/han2
398	包括	bao1/kuo4
399	包揽	bao1/lan3
400	包赔	bao1/pei2
401	包容	bao1/rong2
402	包身	bao1/shen1
403	包头	bao1/tou2
404	包退	bao1/tui4
405	包围	bao1/wei2
406	包销	bao1/xiao1
407	包修	bao1/xiu1
408	包扎	bao1/zha1
409	包装	bao1/zhuang1
410	包子	bao1/zi
411	包租	bao1/zu1
412	孢子	bao1/zi
413	胞波	bao1/bo1
414	胞弟	bao1/di4
415	胞妹	bao1/mei4
416	胞兄	bao1/xiong1
417	褒庇	bao1/bi4
418	褒贬	bao1/bian3
419	褒奖	bao1/jiang3
420	褒赏	bao1/shang3
421	褒扬	bao1/yang2
422	褒义	bao1/yi4
423	雹灾	bao2/zai1
424	宝宝	bao3/bao3
425	宝贝	bao3/bei4
426	宝藏	bao3/cang2
427	宝岛	bao3/dao3
428	宝地	bao3/de
429	宝钢	bao3/gang1
430	宝贵	bao3/gui4
431	宝剑	bao3/jian4
432	宝库	bao3/ku4
433	宝石	bao3/shi2
434	宝塔	bao3/ta3
435	宝玉	bao3/yu4
436	宝珠	bao3/zhu1
437	宝座	bao3/zuo4
438	饱尝	bao3/chang2
439	饱含	bao3/han2
440	饱和	bao3/he2
441	饱满	bao3/man3
442	保安	bao3/an1
443	保本	bao3/ben3
444	保镖	bao3/biao1
445	保持	bao3/chi2
446	保存	bao3/cun2
447	保定	bao3/ding4
448	保管	bao3/guan3
449	保护	bao3/hu4
450	保价	bao3/jia4
451	保健	bao3/jian4
452	保金	bao3/jin1
453	保留	bao3/liu2
454	保密	bao3/mi4
455	保姆	bao3/mu3
456	保暖	bao3/nuan3
457	保全	bao3/quan2
458	保守	bao3/shou3
459	保卫	bao3/wei4
460	保温	bao3/wen1
461	保鲜	bao3/xian1
462	保险	bao3/xian3
463	保修	bao3/xiu1
464	保养	bao3/yang3
465	保佑	bao3/you4
466	保育	bao3/yu4
467	保障	bao3/zhang4
468	保证	bao3/zheng4
469	保值	bao3/zhi2
470	保质	bao3/zhi4
471	保重	bao3/zhong4
472	保住	bao3/zhu4
473	堡垒	bao3/lei3
474	报案	bao4/an4
475	报表	bao4/biao3
476	报仇	bao4/chou2
477	报酬	bao4/chou2
478	报答	bao4/da2
479	报导	bao4/dao3
480	报到	bao4/dao4
481	报道	bao4/dao4
482	报恩	bao4/en1
483	报废	bao4/fei4
484	报复	bao4/fu4
485	报告	bao4/gao4
486	报关	bao4/guan1
487	报馆	bao4/guan3
488	报国	bao4/guo2
489	报价	bao4/jia4
490	报捷	bao4/jie2
491	报界	bao4/jie4
492	报警	bao4/jing3
493	报刊	bao4/kan1
494	报考	bao4/kao3
495	报名	bao4/ming2
496	报幕	bao4/mu4
497	报批	bao4/pi1
498	报请	bao4/qing3
499	报社	bao4/she4
500	报审	bao4/shen3
501	报失	bao4/shi1
502	报时	bao4/shi2
503	报送	bao4/song4
504	报童	bao4/tong2
505	报头	bao4/tou2
506	报务	bao4/wu4
507	报喜	bao4/xi3
508	报销	bao4/xiao1
509	报效	bao4/xiao4
510	报信	bao4/xin4
511	报业	bao4/ye4
512	报以	bao4/yi3
513	报应	bao4/ying1
514	报章	bao4/zhang1
515	报帐	bao4/zhang4
516	报纸	bao4/zhi3
517	抱病	bao4/bing4
518	抱负	bao4/fu4
519	抱起	bao4/qi3
520	抱歉	bao4/qian4
521	抱怨	bao4/yuan4
522	抱住	bao4/zhu4
523	抱着	bao4/zhe
524	豹子	bao4/zi
525	暴跌	bao4/die1
526	暴动	bao4/dong4
527	暴发	bao4/fa1
528	暴风	bao4/feng1
529	暴君	bao4/jun1
530	暴力	bao4/li4
531	暴利	bao4/li4
532	暴露	bao4/lu4
533	暴乱	bao4/luan4
534	暴徒	bao4/tu2
535	暴行	bao4/xing2
536	暴雨	bao4/yu3
537	暴躁	bao4/zao4
538	暴涨	bao4/zhang3
539	爆发	bao4/fa1
540	爆裂	bao4/lie4
541	爆满	bao4/man3
542	爆破	bao4/po4
543	爆炸	bao4/zha4
544	爆竹	bao4/zhu2
545	卑鄙	bei1/bi3
546	卑贱	bei1/jian4
547	卑劣	bei1/lie4
548	卑微	bei1/wei1
549	卑下	bei1/xia4
550	杯子	bei1/zi
551	悲哀	bei1/ai1
552	悲惨	bei1/can3
553	悲愤	bei1/fen4
554	悲观	bei1/guan1
555	悲欢	bei1/huan1
556	悲剧	bei1/ju4
557	悲伤	bei1/shang1
558	悲痛	bei1/tong4
559	悲壮	bei1/zhuang4
560	碑刻	bei1/ke4
561	碑文	bei1/wen2
562	北边	bei3/bian1
563	北部	bei3/bu4
564	北大	bei3/da4
565	北斗	bei3/dou4
566	北方	bei3/fang1
567	北非	bei3/fei1
568	北风	bei3/feng1
569	北国	bei3/guo2
570	北海	bei3/hai3
571	北极	bei3/ji2
572	北疆	bei3/jiang1
573	北京	bei3/jing1
574	北麓	bei3/lu4
575	北美	bei3/mei3
576	北面	bei3/mian4
577	北南	bei3/nan2
578	北能	bei3/neng2
579	北欧	bei3/ou1
580	北宋	bei3/song4
581	北纬	bei3/wei3
582	北魏	bei3/wei4
583	北洋	bei3/yang2
584	北约	bei3/yue1
585	贝壳	bei4/ke2
586	贝类	bei4/lei4
587	备案	bei4/an4
588	备查	bei4/cha2
589	备份	bei4/fen4
590	备耕	bei4/geng1
591	备好	bei4/hao3
592	备荒	bei4/huang1
593	备件	bei4/jian4
594	备考	bei4/kao3
595	备课	bei4/ke4
596	备料	bei4/liao4
597	备齐	bei4/qi2
598	备用	bei4/yong4
599	备有	bei4/you3
600	备战	bei4/zhan4
601	备注	bei4/zhu4
602	背包	bei4/bao1
603	背部	bei4/bu4
604	背地	bei4/de
605	背负	bei4/fu4
606	背后	bei4/hou4
607	背景	bei4/jing3
608	背离	bei4/li2
609	背面	bei4/mian4
610	背叛	bei4/pan4
611	背弃	bei4/qi4
612	背书	bei4/shu1
613	背诵	bei4/song4
614	背心	bei4/xin1
615	背阴	bei4/yin1
616	背影	bei4/ying3
617	背着	bei4/zhe
618	倍感	bei4/gan3
619	倍加	bei4/jia1
620	倍率	bei4/lv4
621	倍受	bei4/shou4
622	倍数	bei4/shu4
623	倍增	bei4/zeng1
624	悖逆	bei4/ni4
625	被捕	bei4/bu3
626	被单	bei4/dan1
627	被盗	bei4/dao4
628	被动	bei4/dong4
629	被俘	bei4/fu2
630	被告	bei4/gao4
631	被害	bei4/hai4
632	被劫	bei4/jie2
633	被控	bei4/kong4
634	被扣	bei4/kou4
635	被迫	bei4/po4
636	被褥	bei4/ru4
637	被杀	bei4/sha1
638	被套	bei4/tao4
639	被偷	bei4/tou1
640	被窝	bei4/wo1
641	被子	bei4/zi
642	蓓蕾	bei4/lei3
643	奔波	ben1/bo1
644	奔驰	ben1/chi2
645	奔放	ben1/fang4
646	奔赴	ben1/fu4
647	奔流	ben1/liu2
648	奔忙	ben1/mang2
649	奔命	ben1/ming4
650	奔跑	ben1/pao3
651	奔丧	ben1/sang4
652	奔腾	ben1/teng2
653	奔头	ben1/tou2
654	奔向	ben1/xiang4
655	奔走	ben1/zou3
656	本报	ben3/bao4
657	本部	ben3/bu4
658	本厂	ben3/chang3
659	本次	ben3/ci4
660	本地	ben3/de
661	本分	ben3/fen1
662	本该	ben3/gai1
663	本国	ben3/guo2
664	本级	ben3/ji2
665	本季	ben3/ji4
666	本家	ben3/jia1
667	本届	ben3/jie4
668	本金	ben3/jin1
669	本刊	ben3/kan1
670	本科	ben3/ke1
671	本来	ben3/lai2
672	本利	ben3/li4
673	本领	ben3/ling3
674	本末	ben3/mo4
675	本能	ben3/neng2
676	本年	ben3/nian2
677	本钱	ben3/qian2
678	本区	ben3/qu1
679	本人	ben3/ren2
680	本色	ben3/se4
681	本身	ben3/shen1
682	本省	ben3/sheng3
683	本市	ben3/shi4
684	本事	ben3/shi4
685	本题	ben3/ti2
686	本体	ben3/ti3
687	本土	ben3/tu3
688	本位	ben3/wei4
689	本文	ben3/wen2
690	本息	ben3/xi1
691	本县	ben3/xian4
692	本乡	ben3/xiang1
693	本校	ben3/xiao4
694	本行	ben3/xing2
695	本性	ben3/xing4
696	本义	ben3/yi4
697	本意	ben3/yi4
698	本应	ben3/ying1
699	本院	ben3/yuan4
700	本月	ben3/yue4
701	本职	ben3/zhi2
702	本质	ben3/zhi4
703	本周	ben3/zhou1
704	本着	ben3/zhe
705	本子	ben3/zi
706	苯胺	ben3/an4
707	苯酚	ben3/fen1
708	苯环	ben3/huan2
709	笨蛋	ben4/dan4
710	笨重	ben4/zhong4
711	笨拙	ben4/zhuo1
712	崩溃	beng1/kui4
713	崩裂	beng1/lie4
714	崩龙	beng1/long2
715	崩塌	beng1/ta1
716	绷带	beng1/dai4
717	绷脸	beng1/lian3
718	迸发	beng4/fa1
719	迸裂	beng4/lie4
720	逼供	bi1/gong1
721	逼近	bi1/jin4
722	逼迫	bi1/po4
723	逼债	bi1/zhai4
724	逼真	bi1/zhen1
725	鼻孔	bi2/kong3
726	鼻涕	bi2/ti4
727	鼻子	bi2/zi
728	鼻祖	bi2/zu3
729	匕首	bi3/shou3
730	比反	bi3/fan3
731	比方	bi3/fang1
732	比分	bi3/fen1
733	比划	bi3/hua4
734	比价	bi3/jia4
735	比较	bi3/jiao4
736	比来	bi3/lai2
737	比例	bi3/li4
738	比率	bi3/lv4
739	比拟	bi3/ni3
740	比热	bi3/re4
741	比如	bi3/ru2
742	比赛	bi3/sai4
743	比试	bi3/shi4
744	比武	bi3/wu3
745	比喻	bi3/yu4
746	比照	bi3/zhao4
747	比值	bi3/zhi2
748	比重	bi3/zhong4
749	比诸	bi3/zhu1
750	比着	bi3/zhe
751	彼岸	bi3/an4
752	彼此	bi3/ci3
753	笔答	bi3/da2
754	笔调	bi3/diao4
755	笔端	bi3/duan1
756	笔法	bi3/fa3
757	笔杆	bi3/gan1
758	笔画	bi3/hua4
759	笔迹	bi3/ji1
760	笔记	bi3/ji4
761	笔录	bi3/lu4
762	笔名	bi3/ming2
763	笔墨	bi3/mo4
764	笔试	bi3/shi4
765	笔挺	bi3/ting3
766	笔误	bi3/wu4
767	笔下	bi3/xia4
768	笔形	bi3/xing2
769	笔译	bi3/yi4
770	笔者	bi3/zhe3
771	笔直	bi3/zhi2
772	鄙薄	bi3/bao2
773	鄙视	bi3/shi4
774	鄙夷	bi3/yi2
775	必败	bi4/bai4
776	必备	bi4/bei4
777	必得	bi4/de2
778	必定	bi4/ding4
779	必将	bi4/jiang1
780	必然	bi4/ran2
781	必胜	bi4/sheng4
782	必修	bi4/xiu1
783	必须	bi4/xu1
784	必需	bi4/xu1
785	必要	bi4/yao4
786	必有	bi4/you3
787	毕节	bi4/jie2
788	毕竟	bi4/jing4
789	毕生	bi4/sheng1
790	毕业	bi4/ye4
791	闭关	bi4/guan1
792	闭合	bi4/he2
793	闭会	bi4/hui4
794	闭幕	bi4/mu4
795	闭塞	bi4/sai1
796	闭市	bi4/shi4
797	庇护	bi4/hu4
798	陛下	bi4/xia4
799	毙命	bi4/ming4
800	裨益	bi4/yi4
801	辟谣	pi4/yao2
802	弊病	bi4/bing4
803	弊端	bi4/duan1
804	碧波	bi4/bo1
805	碧空	bi4/kong1
806	碧蓝	bi4/lan2
807	碧绿	bi4/lv4
808	碧血	bi4/xue4
809	碧玉	bi4/yu4
810	壁虎	bi4/hu3
811	壁画	bi4/hua4
812	壁垒	bi4/lei3
813	避风	bi4/feng1
814	避讳	bi4/hui4
815	避开	bi4/kai1
816	避免	bi4/mian3
817	避难	bi4/nan2
818	避暑	bi4/shu3
819	避嫌	bi4/xian2
820	避孕	bi4/yun4
821	臂膀	bi4/bang3
822	臂膊	bi4/bo2
823	边陲	bian1/chui2
824	边防	bian1/fang2
825	边关	bian1/guan1
826	边际	bian1/ji4
827	边疆	bian1/jiang1
828	边界	bian1/jie4
829	边境	bian1/jing4
830	边区	bian1/qu1
831	边线	bian1/xian4
832	边沿	bian1/yan2
833	边缘	bian1/yuan2
834	边远	bian1/yuan3
835	编成	bian1/cheng2
836	编程	bian1/cheng2
837	编篡	bian1/cuan4
838	编导	bian1/dao3
839	编订	bian1/ding4
840	编定	bian1/ding4
841	编队	bian1/dui4
842	编号	bian1/hao4
843	编辑	bian1/ji2
844	编剧	bian1/ju4
845	编码	bian1/ma3
846	编排	bian1/pai2
847	编入	bian1/ru4
848	编审	bian1/shen3
849	编外	bian1/wai4
850	编委	bian1/wei3
851	编写	bian1/xie3
852	编译	bian1/yi4
853	编印	bian1/yin4
854	编余	bian1/yu2
855	编造	bian1/zao4
856	编者	bian1/zhe3
857	编织	bian1/zhi1
858	编制	bian1/zhi4
859	编著	bian1/zhe
860	编撰	bian1/zhuan4
861	编组	bian1/zu3
862	编纂	bian1/zuan3
863	蝙蝠	bian1/fu2
864	鞭策	bian1/ce4
865	鞭笞	bian1/chi1
866	鞭打	bian1/da3
867	鞭炮	bian1/pao4
868	鞭挞	bian1/ta4
869	鞭子	bian1/zi
870	贬低	bian3/di1
871	贬价	bian3/jia4
872	贬义	bian3/yi4
873	贬值	bian3/zhi2
874	贬职	bian3/zhi2
875	扁担	bian3/dan1
876	扁平	bian3/ping2
877	匾额	bian3/e2
878	拚搏	pan4/bo2
879	拚命	pan4/ming4
880	便当	bian4/dang1
881	便道	bian4/dao4
882	便服	bian4/fu2
883	便函	bian4/han2
884	便会	bian4/hui4
885	便笺	bian4/jian1
886	便利	bian4/li4
887	便民	bian4/min2
888	便能	bian4/neng2
889	便是	bian4/shi4
890	便条	bian4/tiao2
891	便携	bian4/xie2
892	便衣	bian4/yi1
893	便宜	bian4/yi2
894	便于	bian4/yu2
895	变产	bian4/chan3
896	变成	bian4/cheng2
897	变得	bian4/de2
898	变动	bian4/dong4
899	变法	bian4/fa3
900	变革	bian4/ge2
901	变更	bian4/geng4
902	变故	bian4/gu4
903	变卦	bian4/gua4
904	变好	bian4/hao3
905	变黑	bian4/hei1
906	变化	bian4/hua4
907	变坏	bian4/huai4
908	变幻	bian4/huan4
909	变换	bian4/huan4
910	变回	bian4/hui2
911	变量	bian4/liang4
912	变卖	bian4/mai4
913	变暖	bian4/nuan3
914	变频	bian4/pin2
915	变迁	bian4/qian1
916	变色	bian4/se4
917	变速	bian4/su4
918	变态	bian4/tai4
919	变天	bian4/tian1
920	变通	bian4/tong1
921	变为	bian4/wei4
922	变相	bian4/xiang1
923	变心	bian4/xin1
924	变形	bian4/xing2
925	变性	bian4/xing4
926	变样	bian4/yang4
927	变异	bian4/yi4
928	变质	bian4/zhi4
929	变种	bian4/zhong3
930	遍布	bian4/bu4
931	遍地	bian4/de
932	遍及	bian4/ji2
933	遍数	bian4/shu4
934	遍野	bian4/ye3
935	辨别	bian4/bie2
936	辨清	bian4/qing1
937	辨认	bian4/ren4
938	辨识	bian4/shi4
939	辨析	bian4/xi1
940	辩驳	bian4/bo2
941	辩护	bian4/hu4
942	辩解	bian4/jie3
943	辩论	bian4/lun4
944	辩明	bian4/ming2
945	辩证	bian4/zheng4
946	辫子	bian4/zi
947	标榜	biao1/bang3
948	标本	biao1/ben3
949	标兵	biao1/bing1
950	标尺	biao1/chi3
951	标出	biao1/chu1
952	标的	biao1/de
953	标点	biao1/dian3
954	标杆	biao1/gan1
955	标号	biao1/hao4
956	标记	biao1/ji4
957	标价	biao1/jia4
958	标量	biao1/liang4
959	标名	biao1/ming2
960	标明	biao1/ming2
961	标签	biao1/qian1
962	标枪	biao1/qiang1
963	标识	biao1/shi4
964	标示	biao1/shi4
965	标题	biao1/ti2
966	标语	biao1/yu3
967	标志	biao1/zhi4
968	标致	biao1/zhi4
969	标准	biao1/zhun3
970	表白	biao3/bai2
971	表笔	biao3/bi3
972	表册	biao3/ce4
973	表层	biao3/ceng2
974	表达	biao3/da2
975	表弟	biao3/di4
976	表哥	biao3/ge1
977	表格	biao3/ge2
978	表决	biao3/jue2
979	表里	biao3/li3
980	表露	biao3/lu4
981	表率	biao3/lv4
982	表妹	biao3/mei4
983	表面	biao3/mian4
984	表明	biao3/ming2
985	表皮	biao3/pi2
986	表情	biao3/qing2
987	表示	biao3/shi4
988	表述	biao3/shu4
989	表态	biao3/tai4
990	表现	biao3/xian4
991	表象	biao3/xiang4
992	表演	biao3/yan3
993	表扬	biao3/yang2
994	表语	biao3/yu3
995	表彰	biao3/zhang1
996	憋脚	bie1/jiao3
997	憋闷	bie1/men4
998	憋气	bie1/qi4
999	别称	bie2/cheng1
1000	别处	bie2/chu4
1001	别的	bie2/de
1002	别动	bie2/dong4
1003	别管	bie2/guan3
1004	别国	bie2/guo2
1005	别号	bie2/hao4
1006	别后	bie2/hou4
1007	别看	bie2/kan4
1008	别离	bie2/li2
1009	别名	bie2/ming2
1010	别扭	bie2/niu3
1011	别人	bie2/ren2
1012	别墅	bie2/shu4
1013	别说	bie2/shuo1
1014	别提	bie2/ti2
1015	别样	bie2/yang4
1016	别致	bie2/zhi4
1017	别字	bie2/zi4
1018	蹩脚	bie2/jiao3
1019	瘪三	bie3/san1
1020	宾馆	bin1/guan3
1021	宾客	bin1/ke4
1022	宾语	bin1/yu3
